problema,malha,tamanho_da_malha,numero_defeitos,LOC,cobertura_condicao,requisitos_cobertos_condicao,total_de_requistos_condicao,cobertura_decisao,requisitos_cobertos_decisao,total_de_requistos_decisao,cobertura_mcdc,requisitos_cobertos_mcdc,total_de_requistos_mcdc,numero_de_condicoes
Problem12,malha2,336,2,5537,59,9289,15566,47,1073,2254,19,1739,8910,5
Problem12,malha3,1092,8,5537,71,11197,15566,61,1397,2254,32,2862,8910,5
Problem10,malha1,55,4,701,53,1249,2317,48,204,421,21,289,1369,5
Problem10,malha2,3575,15,701,77,1805,2317,77,328,421,51,700,1369,5
Problem10,malha3,228855,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,55,5,1186,38,1492,3866,40,237,588,13,302,2227,7
Problem11,malha2,3575,15,1186,62,2406,3866,62,370,588,32,723,2227,7
Problem11,malha3,228855,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,55,0,5537,37,5848,15566,35,807,2254,10,918,8910,5
Problem12,malha2,3575,22,5537,83,12991,15566,82,1861,2254,53,4755,8910,5
Problem12,malha3,228855,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,9,2,701,35,823,2317,38,162,421,13,179,1369,5
Problem10,malha2,513,12,701,72,1677,2317,68,288,421,39,539,1369,5
Problem10,malha3,28737,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,9,1,1186,28,1084,3866,34,201,588,9,212,2227,7
Problem11,malha2,513,11,1186,54,2121,3866,54,322,588,25,566,2227,7
Problem11,malha3,28737,15,1186,63,2446,3866,62,370,588,32,731,2227,7
Problem12,malha1,9,0,5537,21,3337,15566,29,662,2254,7,678,8910,5
Problem12,malha2,513,2,5537,61,9641,15566,50,1136,2254,21,1949,8910,5
Problem12,malha3,28737,25,5537,90,14105,15566,96,2179,2254,71,6365,8910,5
Problem10,malha1,92,7,701,59,1373,2317,52,220,421,24,333,1369,5
Problem10,malha2,6256,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,419244,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,92,7,1186,42,1630,3866,43,253,588,16,361,2227,7
Problem11,malha2,6256,15,1186,62,2435,3866,62,370,588,32,726,2227,7
Problem11,malha3,419244,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,92,2,5537,42,6650,15566,37,834,2254,11,1030,8910,5
Problem12,malha2,6256,23,5537,86,13516,15566,88,1993,2254,60,5402,8910,5
Problem12,malha3,419244,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,98,8,701,56,1311,2317,51,216,421,23,323,1369,5
Problem10,malha2,3038,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,91238,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,98,6,1186,41,1612,3866,42,251,588,15,352,2227,7
Problem11,malha2,3038,14,1186,62,2408,3866,62,366,588,31,708,2227,7
Problem11,malha3,91238,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,98,0,5537,45,7089,15566,38,857,2254,11,1047,8910,5
Problem12,malha2,3038,15,5537,80,12586,15566,77,1745,2254,47,4275,8910,5
Problem12,malha3,91238,25,5537,90,14146,15566,96,2179,2254,72,6460,8910,5
Problem10,malha1,68,4,701,58,1353,2317,48,206,421,21,297,1369,5
Problem10,malha2,6460,15,701,77,1807,2317,77,328,421,51,703,1369,5
Problem10,malha3,607308,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,68,6,1186,44,1738,3866,44,260,588,16,359,2227,7
Problem11,malha2,6460,15,1186,62,2429,3866,62,370,588,32,731,2227,7
Problem11,malha3,607308,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,68,2,5537,41,6414,15566,36,832,2254,10,968,8910,5
Problem12,malha2,6460,23,5537,86,13445,15566,87,1979,2254,59,5274,8910,5
Problem12,malha3,607308,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,91,5,701,55,1278,2317,48,204,421,21,293,1369,5
Problem10,malha2,2821,15,701,77,1807,2317,77,328,421,51,702,1369,5
Problem10,malha3,84721,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,91,7,1186,36,1403,3866,41,244,588,14,317,2227,7
Problem11,malha2,2821,15,1186,61,2387,3866,62,366,588,31,708,2227,7
Problem11,malha3,84721,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,91,2,5537,43,6703,15566,37,837,2254,11,1001,8910,5
Problem12,malha2,2821,21,5537,82,12773,15566,79,1785,2254,49,4410,8910,5
Problem12,malha3,84721,25,5537,90,14139,15566,96,2179,2254,72,6457,8910,5
Problem10,malha1,21,3,701,39,923,2317,42,178,421,15,216,1369,5
Problem10,malha2,1533,15,701,77,1798,2317,77,326,421,50,689,1369,5
Problem10,malha3,110397,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,21,2,1186,32,1275,3866,37,221,588,11,251,2227,7
Problem11,malha2,1533,14,1186,61,2368,3866,60,356,588,30,673,2227,7
Problem11,malha3,110397,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,21,2,5537,29,4581,15566,34,785,2254,9,828,8910,5
Problem12,malha2,1533,10,5537,74,11590,15566,65,1485,2254,35,3183,8910,5
Problem12,malha3,110397,25,5537,90,14154,15566,96,2179,2254,72,6476,8910,5
Problem10,malha1,32,2,701,39,918,2317,40,170,421,14,202,1369,5
Problem10,malha2,544,8,701,72,1672,2317,66,278,421,37,511,1369,5
Problem10,malha3,8736,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,32,4,1186,29,1141,3866,33,195,588,10,237,2227,7
Problem11,malha2,544,10,1186,57,2217,3866,55,326,588,25,577,2227,7
Problem11,malha3,8736,15,1186,62,2427,3866,62,370,588,32,723,2227,7
Problem12,malha1,32,1,5537,31,4879,15566,30,698,2254,8,774,8910,5
Problem12,malha2,544,7,5537,62,9784,15566,51,1153,2254,22,2015,8910,5
Problem12,malha3,8736,22,5537,87,13646,15566,91,2065,2254,64,5705,8910,5
Problem10,malha1,23,1,701,41,961,2317,40,172,421,14,204,1369,5
Problem10,malha2,575,13,701,74,1734,2317,72,304,421,43,600,1369,5
Problem10,malha3,13823,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,23,3,1186,33,1288,3866,37,218,588,11,247,2227,7
Problem11,malha2,575,12,1186,55,2142,3866,55,324,588,26,582,2227,7
Problem11,malha3,13823,15,1186,62,2428,3866,62,370,588,32,729,2227,7
Problem12,malha1,23,0,5537,28,4361,15566,34,787,2254,9,827,8910,5
Problem12,malha2,575,6,5537,63,9869,15566,51,1165,2254,23,2051,8910,5
Problem12,malha3,13823,25,5537,89,13950,15566,94,2127,2254,68,6066,8910,5
Problem10,malha1,79,6,701,54,1255,2317,49,208,421,21,298,1369,5
Problem10,malha2,4108,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,209587,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,79,8,1186,43,1690,3866,45,268,588,17,393,2227,7
Problem11,malha2,4108,15,1186,62,2411,3866,62,370,588,32,725,2227,7
Problem11,malha3,209587,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,79,0,5537,39,6168,15566,37,839,2254,11,987,8910,5
Problem12,malha2,4108,18,5537,84,13129,15566,82,1861,2254,53,4763,8910,5
Problem12,malha3,209587,25,5537,90,14154,15566,96,2179,2254,72,6481,8910,5
Problem10,malha1,96,8,701,58,1364,2317,53,224,421,24,341,1369,5
Problem10,malha2,2592,15,701,77,1807,2317,77,328,421,51,704,1369,5
Problem10,malha3,67488,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,96,6,1186,45,1740,3866,44,261,588,16,368,2227,7
Problem11,malha2,2592,14,1186,61,2381,3866,61,361,588,31,699,2227,7
Problem11,malha3,67488,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,96,1,5537,43,6836,15566,37,853,2254,11,1051,8910,5
Problem12,malha2,2592,13,5537,78,12227,15566,74,1675,2254,44,3952,8910,5
Problem12,malha3,67488,25,5537,90,14147,15566,96,2179,2254,72,6465,8910,5
Problem10,malha1,38,5,701,43,1009,2317,43,184,421,16,230,1369,5
Problem10,malha2,2584,15,701,77,1802,2317,77,326,421,50,696,1369,5
Problem10,malha3,173166,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,38,3,1186,37,1460,3866,38,227,588,12,275,2227,7
Problem11,malha2,2584,15,1186,62,2398,3866,62,365,588,32,718,2227,7
Problem11,malha3,173166,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,38,0,5537,35,5539,15566,36,815,2254,10,894,8910,5
Problem12,malha2,2584,16,5537,80,12557,15566,76,1723,2254,46,4166,8910,5
Problem12,malha3,173166,25,5537,90,14155,15566,96,2179,2254,72,6480,8910,5
Problem10,malha1,92,8,701,64,1502,2317,57,242,421,28,390,1369,5
Problem10,malha2,8832,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,839132,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,92,7,1186,45,1761,3866,44,259,588,16,366,2227,7
Problem11,malha2,8832,15,1186,63,2446,3866,62,370,588,32,730,2227,7
Problem11,malha3,839132,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,92,1,5537,37,5870,15566,35,810,2254,10,974,8910,5
Problem12,malha2,8832,24,5537,88,13751,15566,91,2071,2254,64,5734,8910,5
Problem12,malha3,839132,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,93,8,701,58,1356,2317,51,218,421,24,330,1369,5
Problem10,malha2,7347,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,573159,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,93,6,1186,43,1679,3866,42,252,588,15,349,2227,7
Problem11,malha2,7347,15,1186,63,2443,3866,62,370,588,32,726,2227,7
Problem11,malha3,573159,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,93,0,5537,39,6137,15566,37,839,2254,11,1014,8910,5
Problem12,malha2,7347,24,5537,87,13597,15566,90,2037,2254,62,5588,8910,5
Problem12,malha3,573159,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,58,4,701,45,1060,2317,44,186,421,17,239,1369,5
Problem10,malha2,812,13,701,75,1758,2317,73,308,421,45,625,1369,5
Problem10,malha3,10614,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,58,5,1186,34,1323,3866,38,229,588,12,286,2227,7
Problem11,malha2,812,12,1186,57,2211,3866,56,332,588,27,609,2227,7
Problem11,malha3,10614,15,1186,63,2438,3866,62,370,588,32,728,2227,7
Problem12,malha1,58,1,5537,39,6198,15566,35,800,2254,10,927,8910,5
Problem12,malha2,812,8,5537,68,10643,15566,57,1293,2254,28,2499,8910,5
Problem12,malha3,10614,24,5537,88,13835,15566,93,2107,2254,66,5936,8910,5
Problem10,malha1,65,4,701,54,1254,2317,46,196,421,20,274,1369,5
Problem10,malha2,3120,15,701,77,1807,2317,77,328,421,51,704,1369,5
Problem10,malha3,146705,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,65,6,1186,42,1643,3866,43,254,588,15,344,2227,7
Problem11,malha2,3120,15,1186,63,2440,3866,62,370,588,32,727,2227,7
Problem11,malha3,146705,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,65,0,5537,38,6028,15566,35,800,2254,10,945,8910,5
Problem12,malha2,3120,19,5537,82,12787,15566,79,1791,2254,50,4460,8910,5
Problem12,malha3,146705,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,7,1,701,34,794,2317,37,156,421,12,167,1369,5
Problem10,malha2,434,14,701,73,1698,2317,69,294,421,41,562,1369,5
Problem10,malha3,26481,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,7,1,1186,19,751,3866,26,153,588,7,162,2227,7
Problem11,malha2,434,11,1186,55,2148,3866,54,318,588,25,571,2227,7
Problem11,malha3,26481,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,7,1,5537,19,3038,15566,31,711,2254,8,722,8910,5
Problem12,malha2,434,7,5537,62,9726,15566,48,1101,2254,20,1818,8910,5
Problem12,malha3,26481,25,5537,90,14090,15566,96,2179,2254,71,6381,8910,5
Problem10,malha1,63,6,701,52,1227,2317,48,204,421,20,284,1369,5
Problem10,malha2,2835,15,701,77,1806,2317,77,328,421,51,703,1369,5
Problem10,malha3,124803,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,63,5,1186,43,1674,3866,42,249,588,15,346,2227,7
Problem11,malha2,2835,14,1186,61,2389,3866,61,361,588,31,696,2227,7
Problem11,malha3,124803,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,63,1,5537,33,5211,15566,35,811,2254,10,924,8910,5
Problem12,malha2,2835,13,5537,80,12569,15566,75,1711,2254,46,4179,8910,5
Problem12,malha3,124803,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,97,7,701,53,1244,2317,49,208,421,21,300,1369,5
Problem10,malha2,9118,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,848071,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,97,8,1186,48,1875,3866,47,281,588,19,425,2227,7
Problem11,malha2,9118,15,1186,63,2445,3866,62,370,588,32,730,2227,7
Problem11,malha3,848071,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,97,2,5537,41,6398,15566,36,828,2254,11,1031,8910,5
Problem12,malha2,9118,25,5537,88,13754,15566,92,2087,2254,64,5764,8910,5
Problem12,malha3,848071,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,98,4,701,59,1379,2317,50,212,421,22,310,1369,5
Problem10,malha2,7252,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,529494,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,98,7,1186,45,1761,3866,45,269,588,17,400,2227,7
Problem11,malha2,7252,15,1186,62,2402,3866,62,370,588,32,721,2227,7
Problem11,malha3,529494,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,98,2,5537,38,5978,15566,37,846,2254,11,989,8910,5
Problem12,malha2,7252,23,5537,87,13624,15566,90,2029,2254,62,5552,8910,5
Problem12,malha3,529494,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,70,4,701,54,1268,2317,47,200,421,20,280,1369,5
Problem10,malha2,2800,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,109270,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,70,7,1186,44,1721,3866,44,264,588,17,382,2227,7
Problem11,malha2,2800,15,1186,62,2422,3866,62,370,588,32,723,2227,7
Problem11,malha3,109270,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,70,1,5537,36,5750,15566,35,805,2254,10,917,8910,5
Problem12,malha2,2800,16,5537,80,12571,15566,77,1739,2254,47,4227,8910,5
Problem12,malha3,109270,25,5537,90,14154,15566,96,2179,2254,72,6481,8910,5
Problem10,malha1,24,4,701,46,1066,2317,44,186,421,16,231,1369,5
Problem10,malha2,144,6,701,61,1425,2317,54,230,421,26,369,1369,5
Problem10,malha3,744,15,701,75,1754,2317,75,318,421,46,635,1369,5
Problem11,malha1,24,4,1186,28,1106,3866,35,210,588,10,237,2227,7
Problem11,malha2,144,8,1186,45,1769,3866,46,276,588,18,420,2227,7
Problem11,malha3,744,11,1186,58,2272,3866,56,332,588,27,602,2227,7
Problem12,malha1,24,0,5537,22,3476,15566,32,734,2254,8,771,8910,5
Problem12,malha2,144,3,5537,50,7806,15566,41,928,2254,13,1244,8910,5
Problem12,malha3,744,6,5537,67,10434,15566,55,1255,2254,26,2364,8910,5
Problem10,malha1,71,4,701,56,1300,2317,50,212,421,22,313,1369,5
Problem10,malha2,5467,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,415563,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,71,6,1186,40,1584,3866,42,251,588,15,345,2227,7
Problem11,malha2,5467,15,1186,62,2427,3866,62,370,588,32,724,2227,7
Problem11,malha3,415563,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,71,0,5537,40,6271,15566,36,833,2254,10,955,8910,5
Problem12,malha2,5467,18,5537,85,13307,15566,86,1951,2254,58,5208,8910,5
Problem12,malha3,415563,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
